-4.905141787249217566e-01,2.106927164107440831e+01,6.566417915396824512e+00,7.462183410523860516e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.315022037701822466e-01,1.270055828819357231e+02
1.906648586336446272e+02,-2.782000000000000028e+00,8.127891604419438920e+00,0.000000000000000000e+00
4.568595659259922392e+00,1.266041867609770009e+02,1.778323297959337523e+01,0.000000000000000000e+00
1.843028153041465202e+02,1.745192086941883858e+01,-2.780000000000000249e+00,-3.330200764859664986e+00
1.985001524464529723e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.664280776764772796e+01
-5.000000000000000000e-01,1.674643999867806770e+02,-9.446799999999999642e-01,-2.870000000000000107e+00
5.600000000000004974e-02,8.067962949194029676e+00,1.945341296842754559e+02,3.044204631369425762e+00
7.454059351649362952e+01,2.094343352762944335e+02,5.798842832450651485e+01,3.232399159529419563e+01
-4.000000000000000222e-01,-1.034924999999999873e-01,1.035443220031652203e+02,0.000000000000000000e+00
-9.000000000000000222e-01,-3.804343822367314831e-03,2.172879621007533615e+02,0.000000000000000000e+00
-6.000000000000000888e-01,-4.052709782559407170e-01,1.795275073017137117e+02,0.000000000000000000e+00
-6.908614126631248409e-01,1.116130504862752701e+02,0.000000000000000000e+00,0.000000000000000000e+00
-9.000000000000000222e-01,1.743250137331211818e+02,0.000000000000000000e+00,2.635464677896744767e+00
-5.000000000000000000e-01,9.275035305734162705e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.034337423321925975e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.000000000000000222e-01,2.376868898536096140e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.583026200199938227e-01,-3.000000000000000444e-01,2.271657380169332043e+02,6.859945931422473109e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.400000000000000355e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.800000000000000266e+00,-3.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
-4.000000000000000222e-01,-3.000000000000000444e-01,0.000000000000000000e+00,0.000000000000000000e+00
-5.000000000000000000e-01,2.995469201521097635e-01,2.625141571368668281e+01,0.000000000000000000e+00
-3.000000000000000444e-01,-1.200000000000000178e+00,-4.863295561942593270e-01,1.284316781573194817e+02
1.253118629465939335e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.000000000000000444e-01,-5.400000000000000355e-01,7.291380094579790239e+01,0.000000000000000000e+00
1.192643154951250892e+02,4.488070069366601800e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.812500000000000000e-01,-2.173842659036215874e-01,-2.065090525056767490e-01,2.272188781576792849e+02
-5.707184918115659755e-01,2.340123907179368814e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.041272499055100109e+00,0.000000000000000000e+00,-2.740631318138269990e+00,2.081587097673298388e+02
2.034993887680670639e+02,6.764741647432707339e+01,2.926507302004155875e+01,5.408428624716407285e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.090960140701388026e-01,5.942142208221950384e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000111e-01,-1.100000000000000089e+00,1.285818387547760722e+02,0.000000000000000000e+00
-8.000000000000000444e-01,-3.937221325412938455e-01,5.015413855224170447e+01,0.000000000000000000e+00
-3.000000000000000444e-01,-5.000000000000000000e-01,2.284513908349605060e+02,0.000000000000000000e+00
